archivo,categoria,correcto_id,top1_original,top1_original_score,top5_original,hit1_original,hit5_original,top1_procesada,top1_procesada_score,top5_procesada,hit1_procesada,hit5_procesada,recorte_pct,pasos,tiempo_original_s,tiempo_procesada_s,tiempo_preprocesado_s
c05_exacta.jpg,exacta,AIM-P001-055,AIM-P001-055,0.9662,AIM-P001-055|AIM-P006-348|AIM-P003-143|AIM-P012-688|AIM-P008-432,True,True,AIM-P001-055,0.7862,AIM-P001-055|AIM-P002-082|AIM-P006-348|AIM-P001-035|AIM-P003-143,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.18,1.067,0.893
c05_sin_marco.jpg,sin_marco,AIM-P001-055,AIM-P001-055,0.902,AIM-P001-055|AIM-P003-143|AIM-P006-348|AIM-P004-210|AIM-P012-688,True,True,AIM-P001-055,0.7378,AIM-P001-055|AIM-P014-832|AIM-P006-348|AIM-P003-143|AIM-P014-811,True,True,0.7935,"remover_fondo:grabcut;recortar_region:0,0,588,479",0.175,3.3,3.156
c05_recoloreada.jpg,recoloreada,AIM-P001-055,AIM-P001-055,0.9301,AIM-P001-055|AIM-P006-348|AIM-P012-688|AIM-P002-082|AIM-P002-101,True,True,AIM-P001-055,0.7715,AIM-P001-055|AIM-P002-082|AIM-P002-101|AIM-P006-348|AIM-P003-143,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.149,1.748,1.6
c05_recortada.jpg,recortada,AIM-P001-055,AIM-P012-688,0.6597,AIM-P012-688|AIM-P005-241|AIM-P014-801|AIM-P001-055|AIM-P006-348,False,True,AIM-P012-688,0.6548,AIM-P012-688|AIM-P001-039|AIM-P001-055|AIM-P005-241|AIM-P006-348,False,True,0.7351,"remover_fondo:grabcut;recortar_region:68,0,351,308",0.148,0.704,0.562
c05_persona.jpg,persona,AIM-P001-055,AIM-P002-099,0.6375,AIM-P002-099|AIM-P005-295|AIM-P015-842|AIM-P001-029|AIM-P009-481,False,False,AIM-P001-029,0.7043,AIM-P001-029|AIM-P002-099|AIM-P005-295|AIM-P011-613|AIM-P012-716,False,False,0.6563,"remover_fondo:grabcut;recortar_region:36,20,284,291",0.137,0.691,0.538
c06_exacta.jpg,exacta,AIM-P002-101,AIM-P002-101,0.998,AIM-P002-101|AIM-P014-819|AIM-P003-143|AIM-P004-210|AIM-P001-055,True,True,AIM-P002-101,0.8826,AIM-P002-101|AIM-P012-696|AIM-P004-234|AIM-P004-210|AIM-P012-688,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.16,0.924,0.768
c06_sin_marco.jpg,sin_marco,AIM-P002-101,AIM-P002-101,0.9552,AIM-P002-101|AIM-P004-210|AIM-P008-432|AIM-P014-819|AIM-P008-467,True,True,AIM-P002-101,0.9188,AIM-P002-101|AIM-P003-143|AIM-P005-286|AIM-P010-551|AIM-P004-210,True,True,0.9926,"remover_fondo:grabcut;recortar_region:0,4,661,537;centrar_sin_recorte",0.152,3.475,3.326
c06_recoloreada.jpg,recoloreada,AIM-P002-101,AIM-P002-101,0.9197,AIM-P002-101|AIM-P014-819|AIM-P004-234|AIM-P010-546|AIM-P009-509,True,True,AIM-P002-101,0.8625,AIM-P002-101|AIM-P004-234|AIM-P012-688|AIM-P014-819|AIM-P001-055,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.149,1.283,1.142
c06_recortada.jpg,recortada,AIM-P002-101,AIM-P002-101,0.7083,AIM-P002-101|AIM-P014-832|AIM-P003-143|AIM-P005-286|AIM-P004-237,True,True,AIM-P002-101,0.7248,AIM-P002-101|AIM-P014-832|AIM-P001-039|AIM-P005-251|AIM-P005-286,True,True,0.9818,"remover_fondo:grabcut;recortar_region:0,0,378,308",0.144,1.675,1.506
c06_persona.jpg,persona,AIM-P002-101,AIM-P004-234,0.6796,AIM-P004-234|AIM-P005-251|AIM-P003-151|AIM-P002-101|AIM-P002-117,False,True,AIM-P001-039,0.7202,AIM-P001-039|AIM-P004-234|AIM-P002-099|AIM-P015-900|AIM-P005-286,False,False,0.6563,"remover_fondo:grabcut;recortar_region:36,20,284,291",0.155,0.733,0.577
c07_exacta.jpg,exacta,AIM-P010-550,AIM-P010-550,0.9961,AIM-P010-550|AIM-P002-075|AIM-P014-829|AIM-P012-699|AIM-P009-487,True,True,AIM-P010-550,0.8979,AIM-P010-550|AIM-P014-829|AIM-P002-075|AIM-P004-218|AIM-P015-894,True,True,0.9895,"remover_fondo:grabcut;recortar_region:0,3,700,570",0.148,1.075,0.929
c07_sin_marco.jpg,sin_marco,AIM-P010-550,AIM-P010-550,0.943,AIM-P010-550|AIM-P002-075|AIM-P014-829|AIM-P009-487|AIM-P012-699,True,True,AIM-P012-710,0.6498,AIM-P012-710|AIM-P010-550|AIM-P014-829|AIM-P016-929|AIM-P015-881,False,True,0.7336,"remover_fondo:grabcut;recortar_region:0,85,658,476",0.15,1.132,0.982
c07_recoloreada.jpg,recoloreada,AIM-P010-550,AIM-P010-550,0.844,AIM-P010-550|AIM-P004-218|AIM-P014-829|AIM-P002-075|AIM-P011-658,True,True,AIM-P010-550,0.7604,AIM-P010-550|AIM-P004-218|AIM-P014-829|AIM-P015-860|AIM-P002-075,True,True,0.9878,"remover_fondo:grabcut;recortar_region:0,3,700,569",0.163,1.202,1.05
c07_recortada.jpg,recortada,AIM-P010-550,AIM-P010-550,0.672,AIM-P010-550|AIM-P011-626|AIM-P014-829|AIM-P012-697|AIM-P007-374,True,True,AIM-P010-550,0.677,AIM-P010-550|AIM-P014-829|AIM-P012-710|AIM-P011-626|AIM-P016-929,True,True,0.8384,"remover_fondo:grabcut;recortar_region:7,40,385,309",0.159,1.101,0.946
c07_persona.jpg,persona,AIM-P010-550,AIM-P012-710,0.6595,AIM-P012-710|AIM-P001-029|AIM-P017-990|AIM-P010-594|AIM-P016-918,False,False,AIM-P012-710,0.6733,AIM-P012-710|AIM-P001-029|AIM-P017-990|AIM-P005-295|AIM-P005-275,False,False,0.6563,"remover_fondo:grabcut;recortar_region:36,20,284,291",0.155,0.728,0.585
c08_exacta.jpg,exacta,AIM-P004-201,AIM-P004-201,0.9967,AIM-P004-201|AIM-P004-208|AIM-P006-352|AIM-P012-673|AIM-P014-812,True,True,AIM-P004-201,0.9384,AIM-P004-201|AIM-P006-352|AIM-P004-208|AIM-P014-812|AIM-P007-370,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.155,0.887,0.738
c08_sin_marco.jpg,sin_marco,AIM-P004-201,AIM-P004-201,0.9737,AIM-P004-201|AIM-P004-208|AIM-P012-673|AIM-P006-352|AIM-P014-812,True,True,AIM-P004-201,0.7706,AIM-P004-201|AIM-P015-886|AIM-P012-664|AIM-P012-710|AIM-P004-187,True,True,0.7896,"remover_fondo:grabcut;recortar_region:0,111,661,535",0.158,1.567,1.425
c08_recoloreada.jpg,recoloreada,AIM-P004-201,AIM-P004-201,0.9431,AIM-P004-201|AIM-P012-673|AIM-P007-370|AIM-P005-267|AIM-P004-208,True,True,AIM-P004-201,0.888,AIM-P004-201|AIM-P006-352|AIM-P016-937|AIM-P014-812|AIM-P004-208,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.149,1.126,0.829
c08_recortada.jpg,recortada,AIM-P004-201,AIM-P012-710,0.6523,AIM-P012-710|AIM-P015-890|AIM-P001-029|AIM-P004-227|AIM-P012-664,False,False,AIM-P015-890,0.632,AIM-P015-890|AIM-P012-664|AIM-P012-710|AIM-P004-227|AIM-P016-929,False,False,0.9091,"remover_fondo:grabcut;recortar_region:0,0,350,308",0.142,0.951,0.787
c08_persona.jpg,persona,AIM-P004-201,AIM-P009-481,0.593,AIM-P009-481|AIM-P005-295|AIM-P001-029|AIM-P005-257|AIM-P002-099,False,False,AIM-P012-664,0.6882,AIM-P012-664|AIM-P005-295|AIM-P001-029|AIM-P002-099|AIM-P009-481,False,False,0.6563,"remover_fondo:grabcut;recortar_region:36,20,284,291",0.143,0.828,0.65
c09_exacta.jpg,exacta,AIM-P006-301,AIM-P006-301,0.9956,AIM-P006-301|AIM-P009-522|AIM-P009-482|AIM-P010-586|AIM-P014-834,True,True,AIM-P006-301,0.8941,AIM-P006-301|AIM-P010-586|AIM-P009-482|AIM-P003-142|AIM-P002-079,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.152,1.117,0.969
c09_sin_marco.jpg,sin_marco,AIM-P006-301,AIM-P006-301,0.9696,AIM-P006-301|AIM-P011-610|AIM-P009-522|AIM-P014-834|AIM-P009-482,True,True,AIM-P007-402,0.6745,AIM-P007-402|AIM-P014-800|AIM-P003-151|AIM-P001-022|AIM-P011-652,False,False,0.73,"remover_fondo:grabcut;recortar_region:0,87,660,479",0.155,1.56,1.403
c09_recoloreada.jpg,recoloreada,AIM-P006-301,AIM-P006-301,0.9023,AIM-P006-301|AIM-P009-482|AIM-P014-834|AIM-P013-778|AIM-P016-944,True,True,AIM-P006-301,0.8483,AIM-P006-301|AIM-P009-482|AIM-P010-586|AIM-P003-142|AIM-P011-610,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.156,1.158,1.005
c09_recortada.jpg,recortada,AIM-P006-301,AIM-P006-301,0.6437,AIM-P006-301|AIM-P007-402|AIM-P007-416|AIM-P009-484|AIM-P014-800,True,True,AIM-P006-301,0.607,AIM-P006-301|AIM-P007-402|AIM-P009-484|AIM-P007-416|AIM-P014-800,True,True,0.5633,"remover_fondo:grabcut;recortar_region:51,61,385,261",0.17,1.026,0.877
c09_persona.jpg,persona,AIM-P006-301,AIM-P005-257,0.6564,AIM-P005-257|AIM-P003-151|AIM-P001-029|AIM-P005-251|AIM-P014-800,False,False,AIM-P011-652,0.6922,AIM-P011-652|AIM-P005-257|AIM-P001-029|AIM-P014-800|AIM-P005-251,False,False,0.6563,"remover_fondo:grabcut;recortar_region:36,20,284,291",0.154,0.767,0.618
c10_exacta.jpg,exacta,AIM-P016-901,AIM-P016-901,0.9973,AIM-P016-901|AIM-P016-926|AIM-P012-710|AIM-P015-886|AIM-P008-427,True,True,AIM-P016-901,0.9173,AIM-P016-901|AIM-P016-926|AIM-P012-710|AIM-P015-886|AIM-P014-792,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.156,0.956,0.804
c10_sin_marco.jpg,sin_marco,AIM-P016-901,AIM-P016-901,0.9807,AIM-P016-901|AIM-P016-926|AIM-P012-710|AIM-P015-886|AIM-P008-427,True,True,AIM-P016-901,0.6623,AIM-P016-901|AIM-P012-710|AIM-P001-036|AIM-P014-832|AIM-P008-456,True,True,0.5736,"remover_fondo:grabcut;recortar_region:0,87,660,395",0.156,1.216,1.026
c10_recoloreada.jpg,recoloreada,AIM-P016-901,AIM-P016-901,0.9247,AIM-P016-901|AIM-P016-926|AIM-P012-710|AIM-P005-259|AIM-P015-886,True,True,AIM-P016-901,0.8817,AIM-P016-901|AIM-P016-926|AIM-P012-710|AIM-P015-886|AIM-P014-792,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.193,1.535,1.384
c10_recortada.jpg,recortada,AIM-P016-901,AIM-P016-901,0.7178,AIM-P016-901|AIM-P012-710|AIM-P016-926|AIM-P017-968|AIM-P006-360,True,True,AIM-P016-901,0.7144,AIM-P016-901|AIM-P012-710|AIM-P016-926|AIM-P015-881|AIM-P006-360,True,True,0.8279,"remover_fondo:grabcut;recortar_region:0,15,385,270",0.163,1.195,1.044
c10_persona.jpg,persona,AIM-P016-901,AIM-P009-481,0.6508,AIM-P009-481|AIM-P016-921|AIM-P001-022|AIM-P001-029|AIM-P004-209,False,False,AIM-P011-652,0.7171,AIM-P011-652|AIM-P016-901|AIM-P009-481|AIM-P008-462|AIM-P004-209,False,True,0.6563,"remover_fondo:grabcut;recortar_region:36,20,284,291",0.148,0.629,0.483
