archivo,categoria,correcto_id,top1_original,top1_original_score,top5_original,hit1_original,hit5_original,top1_procesada,top1_procesada_score,top5_procesada,hit1_procesada,hit5_procesada,recorte_pct,pasos,tiempo_original_s,tiempo_procesada_s,tiempo_preprocesado_s
c06_persona.jpg,persona,AIM-P002-101,AIM-P001-001,0.7153,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P004-201|AIM-P006-301,False,True,AIM-P001-001,0.7244,AIM-P001-001|AIM-P002-101|AIM-P006-301|AIM-P016-901|AIM-P004-201,False,True,0.5046,"remover_fondo:rembg;recortar_region:62,22,257,287",0.159,1.174,1.023
c07_exacta.jpg,exacta,AIM-P010-550,AIM-P001-050,0.9964,AIM-P001-050|AIM-P016-950|AIM-P011-650|AIM-P010-550|AIM-P003-150,False,True,AIM-P010-550,0.8932,AIM-P010-550|AIM-P008-450|AIM-P001-050|AIM-P016-950|AIM-P011-650,True,True,1.0,"remover_fondo:rembg;recortar_region:0,0,700,560;centrar_sin_recorte",0.14,1.114,0.983
c07_sin_marco.jpg,sin_marco,AIM-P010-550,AIM-P001-050,0.9565,AIM-P001-050|AIM-P010-550|AIM-P011-650|AIM-P016-950|AIM-P003-150,False,True,AIM-P001-050,0.9036,AIM-P001-050|AIM-P010-550|AIM-P016-950|AIM-P008-450|AIM-P003-150,False,True,1.0,"remover_fondo:rembg;recortar_region:0,0,661,538;centrar_sin_recorte",0.142,1.175,1.034
c07_recoloreada.jpg,recoloreada,AIM-P010-550,AIM-P005-250,0.8867,AIM-P005-250|AIM-P013-750|AIM-P016-950|AIM-P001-050|AIM-P006-350,False,False,AIM-P005-250,0.8418,AIM-P005-250|AIM-P013-750|AIM-P001-050|AIM-P010-550|AIM-P008-450,False,True,1.0,"remover_fondo:rembg;recortar_region:0,0,700,560;centrar_sin_recorte",0.132,1.178,1.043
c07_recortada.jpg,recortada,AIM-P010-550,AIM-P001-034,0.6619,AIM-P001-034|AIM-P003-134|AIM-P006-334|AIM-P004-234|AIM-P016-934,False,False,AIM-P003-150,0.6552,AIM-P003-150|AIM-P001-050|AIM-P006-350|AIM-P005-250|AIM-P010-550,False,True,0.5931,"remover_fondo:rembg;recortar_region:0,0,253,278",0.136,1.098,0.962
c07_persona.jpg,persona,AIM-P010-550,AIM-P002-069,0.6343,AIM-P002-069|AIM-P010-569|AIM-P017-969|AIM-P015-869|AIM-P008-469,False,False,AIM-P010-570,0.6752,AIM-P010-570|AIM-P002-070|AIM-P015-870|AIM-P005-270|AIM-P003-170,False,False,0.5046,"remover_fondo:rembg;recortar_region:62,22,257,287",0.113,1.083,0.959
c08_exacta.jpg,exacta,AIM-P004-201,AIM-P001-001,0.9983,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P006-301|AIM-P004-201,False,True,AIM-P002-101,0.9239,AIM-P002-101|AIM-P004-201|AIM-P009-501|AIM-P006-301|AIM-P016-901,False,True,1.0,"remover_fondo:rembg;recortar_region:0,0,700,560;centrar_sin_recorte",0.12,1.145,0.996
c08_sin_marco.jpg,sin_marco,AIM-P004-201,AIM-P001-001,0.9857,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P006-301|AIM-P004-201,False,True,AIM-P001-001,0.9404,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P004-201|AIM-P006-301,False,True,1.0,"remover_fondo:rembg;recortar_region:0,0,661,537;centrar_sin_recorte",0.113,1.108,0.965
c08_recoloreada.jpg,recoloreada,AIM-P004-201,AIM-P009-501,0.9115,AIM-P009-501|AIM-P002-101|AIM-P007-401|AIM-P012-701|AIM-P014-801,False,False,AIM-P001-001,0.8408,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P006-301|AIM-P004-201,False,True,1.0,"remover_fondo:rembg;recortar_region:0,0,700,560;centrar_sin_recorte",0.122,1.449,1.3
c08_recortada.jpg,recortada,AIM-P004-201,AIM-P001-001,0.802,AIM-P001-001|AIM-P002-101|AIM-P004-201|AIM-P011-601|AIM-P014-801,False,True,AIM-P001-001,0.8209,AIM-P001-001|AIM-P002-101|AIM-P004-201|AIM-P006-301|AIM-P007-401,False,True,0.9896,"remover_fondo:rembg;recortar_region:0,0,381,308",0.157,1.343,1.19
c08_persona.jpg,persona,AIM-P004-201,AIM-P001-001,0.7153,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P004-201|AIM-P006-301,False,True,AIM-P001-001,0.7244,AIM-P001-001|AIM-P002-101|AIM-P006-301|AIM-P016-901|AIM-P004-201,False,True,0.5046,"remover_fondo:rembg;recortar_region:62,22,257,287",0.136,1.301,1.115
c09_exacta.jpg,exacta,AIM-P006-301,AIM-P001-001,0.9983,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P006-301|AIM-P004-201,False,True,AIM-P002-101,0.9239,AIM-P002-101|AIM-P004-201|AIM-P009-501|AIM-P006-301|AIM-P016-901,False,True,1.0,"remover_fondo:rembg;recortar_region:0,0,700,560;centrar_sin_recorte",0.129,1.469,1.249
c09_sin_marco.jpg,sin_marco,AIM-P006-301,AIM-P001-001,0.9857,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P006-301|AIM-P004-201,False,True,AIM-P001-001,0.9404,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P004-201|AIM-P006-301,False,True,1.0,"remover_fondo:rembg;recortar_region:0,0,661,537;centrar_sin_recorte",0.193,1.462,1.266
c09_recoloreada.jpg,recoloreada,AIM-P006-301,AIM-P009-501,0.9115,AIM-P009-501|AIM-P002-101|AIM-P007-401|AIM-P012-701|AIM-P014-801,False,False,AIM-P001-001,0.8407,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P006-301|AIM-P004-201,False,True,1.0,"remover_fondo:rembg;recortar_region:0,0,700,560;centrar_sin_recorte",0.171,1.505,1.329
c09_recortada.jpg,recortada,AIM-P006-301,AIM-P001-001,0.802,AIM-P001-001|AIM-P002-101|AIM-P004-201|AIM-P011-601|AIM-P014-801,False,False,AIM-P001-001,0.8209,AIM-P001-001|AIM-P002-101|AIM-P004-201|AIM-P006-301|AIM-P007-401,False,True,0.9896,"remover_fondo:rembg;recortar_region:0,0,381,308",0.166,1.232,1.088
c09_persona.jpg,persona,AIM-P006-301,AIM-P001-001,0.7153,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P004-201|AIM-P006-301,False,True,AIM-P001-001,0.7244,AIM-P001-001|AIM-P002-101|AIM-P006-301|AIM-P016-901|AIM-P004-201,False,True,0.5046,"remover_fondo:rembg;recortar_region:62,22,257,287",0.133,1.605,1.304
c10_exacta.jpg,exacta,AIM-P016-901,AIM-P001-001,0.9983,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P006-301|AIM-P004-201,False,True,AIM-P002-101,0.9239,AIM-P002-101|AIM-P004-201|AIM-P009-501|AIM-P006-301|AIM-P016-901,False,True,1.0,"remover_fondo:rembg;recortar_region:0,0,700,560;centrar_sin_recorte",0.234,1.491,1.321
c10_sin_marco.jpg,sin_marco,AIM-P016-901,AIM-P001-001,0.9857,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P006-301|AIM-P004-201,False,True,AIM-P001-001,0.9404,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P004-201|AIM-P006-301,False,True,1.0,"remover_fondo:rembg;recortar_region:0,0,661,537;centrar_sin_recorte",0.158,1.343,1.193
c10_recoloreada.jpg,recoloreada,AIM-P016-901,AIM-P009-501,0.9115,AIM-P009-501|AIM-P002-101|AIM-P007-401|AIM-P012-701|AIM-P014-801,False,False,AIM-P001-001,0.8407,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P006-301|AIM-P004-201,False,True,1.0,"remover_fondo:rembg;recortar_region:0,0,700,560;centrar_sin_recorte",0.147,1.668,1.238
c10_recortada.jpg,recortada,AIM-P016-901,AIM-P001-001,0.802,AIM-P001-001|AIM-P002-101|AIM-P004-201|AIM-P011-601|AIM-P014-801,False,False,AIM-P001-001,0.8209,AIM-P001-001|AIM-P002-101|AIM-P004-201|AIM-P006-301|AIM-P007-401,False,False,0.9896,"remover_fondo:rembg;recortar_region:0,0,381,308",0.238,1.24,1.105
c10_persona.jpg,persona,AIM-P016-901,AIM-P001-001,0.7153,AIM-P001-001|AIM-P002-101|AIM-P016-901|AIM-P004-201|AIM-P006-301,False,True,AIM-P001-001,0.7244,AIM-P001-001|AIM-P002-101|AIM-P006-301|AIM-P016-901|AIM-P004-201,False,True,0.5046,"remover_fondo:rembg;recortar_region:62,22,257,287",0.162,1.367,1.177
