archivo,categoria,correcto_id,top1_original,top1_original_score,top5_original,hit1_original,hit5_original,top1_procesada,top1_procesada_score,top5_procesada,hit1_procesada,hit5_procesada,recorte_pct,pasos,tiempo_original_s,tiempo_procesada_s,tiempo_preprocesado_s
c05_recoloreado.jpeg,recoloreada,AIM-P001-001,AIM-P001-001,0.6356,AIM-P001-001|AIM-P001-039|AIM-P002-088|AIM-P004-219|AIM-P012-710,True,True,AIM-P001-001,0.6671,AIM-P001-001|AIM-P001-039|AIM-P012-710|AIM-P001-036|AIM-P005-290,True,True,0.9709,"remover_fondo:grabcut;recortar_region:23,0,791,526",0.091,1.973,1.884
c05_recorte.jpg,recortada,AIM-P001-001,AIM-P001-001,0.6329,AIM-P001-001|AIM-P002-088|AIM-P012-716|AIM-P011-622|AIM-P014-832,True,True,AIM-P001-001,0.5164,AIM-P001-001|AIM-P017-980|AIM-P007-361|AIM-P011-622|AIM-P012-716,True,True,0.5517,"remover_fondo:grabcut;recortar_region:122,44,330,353",0.128,0.928,0.865
c05_cuerpo.jpeg,persona,AIM-P001-001,AIM-P015-849,0.5609,AIM-P015-849|AIM-P005-251|AIM-P005-276|AIM-P013-780|AIM-P010-570,False,False,AIM-P005-251,0.6004,AIM-P005-251|AIM-P015-849|AIM-P005-276|AIM-P010-570|AIM-P015-866,False,False,0.4819,"remover_fondo:grabcut;recortar_region:130,8,377,653",0.063,14.701,14.638
c06_exacto.jpg,exacta,AIM-P001-002,AIM-P001-002,1.0,AIM-P001-002|AIM-P009-515|AIM-P012-708|AIM-P008-441|AIM-P010-578,True,True,AIM-P001-002,0.8721,AIM-P001-002|AIM-P009-515|AIM-P016-909|AIM-P001-012|AIM-P016-904,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.063,0.569,0.507
c06_sin_marco.jpg,sin_marco,AIM-P001-002,AIM-P001-002,0.6173,AIM-P001-002|AIM-P005-257|AIM-P003-151|AIM-P004-209|AIM-P010-598,True,True,AIM-P001-002,0.6881,AIM-P001-002|AIM-P003-151|AIM-P005-251|AIM-P005-257|AIM-P017-979,True,True,1.0,remover_fondo:grabcut;recorte_directo,0.06,1.698,1.632
c06_recoloreado.jpeg,recoloreada,AIM-P001-002,AIM-P001-002,0.6399,AIM-P001-002|AIM-P002-064|AIM-P005-251|AIM-P002-117|AIM-P003-151,True,True,AIM-P014-794,0.5813,AIM-P014-794|AIM-P002-064|AIM-P008-460|AIM-P007-418|AIM-P010-597,False,False,0.9944,"remover_fondo:grabcut;recortar_region:0,0,795,532;centrar_sin_recorte",0.075,5.908,5.845
c06_recorte.jpg,recortada,AIM-P001-002,AIM-P011-628,0.6282,AIM-P011-628|AIM-P012-691|AIM-P006-314|AIM-P012-693|AIM-P009-519,False,False,AIM-P011-628,0.6682,AIM-P011-628|AIM-P007-401|AIM-P010-592|AIM-P013-727|AIM-P012-691,False,False,0.4733,"remover_fondo:grabcut;recortar_region:0,39,260,237",0.063,0.686,0.623
c06_cuerpo.jpeg,persona,AIM-P001-002,AIM-P012-691,0.6637,AIM-P012-691|AIM-P011-628|AIM-P003-157|AIM-P008-441|AIM-P008-452,False,False,AIM-P012-691,0.5985,AIM-P012-691|AIM-P005-251|AIM-P008-441|AIM-P003-157|AIM-P001-006,False,False,0.5164,"remover_fondo:grabcut;recortar_region:85,128,405,642",0.063,0.958,0.892
c07_exacto.jpg,exacta,AIM-P001-003,AIM-P001-003,1.0,AIM-P001-003|AIM-P011-644|AIM-P007-407|AIM-P016-932|AIM-P015-858,True,True,AIM-P001-003,0.898,AIM-P001-003|AIM-P003-151|AIM-P004-240|AIM-P015-900|AIM-P012-673,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.069,0.586,0.523
c07_sin_marco.jpg,sin_marco,AIM-P001-003,AIM-P003-151,0.7008,AIM-P003-151|AIM-P005-251|AIM-P001-003|AIM-P001-022|AIM-P012-710,False,True,AIM-P001-003,0.7039,AIM-P001-003|AIM-P003-151|AIM-P002-117|AIM-P001-022|AIM-P005-251,True,True,0.7841,"remover_fondo:grabcut;recortar_region:0,35,544,311",0.065,1.918,1.845
c07_recoloreado.jpeg,recoloreada,AIM-P001-003,AIM-P012-710,0.6607,AIM-P012-710|AIM-P010-597|AIM-P015-890|AIM-P005-257|AIM-P016-901,False,False,AIM-P012-710,0.6705,AIM-P012-710|AIM-P015-890|AIM-P010-597|AIM-P005-257|AIM-P007-407,False,False,1.0,"remover_fondo:grabcut;recortar_region:0,0,794,526;centrar_sin_recorte",0.075,4.376,4.315
c07_recorte.jpg,recortada,AIM-P001-003,AIM-P003-151,0.678,AIM-P003-151|AIM-P015-842|AIM-P005-251|AIM-P005-273|AIM-P001-022,False,False,AIM-P003-151,0.7058,AIM-P003-151|AIM-P002-099|AIM-P015-842|AIM-P002-117|AIM-P001-022,False,False,0.961,"remover_fondo:grabcut;recortar_region:3,0,299,352",0.065,0.766,0.707
c07_cuerpo.jpeg,persona,AIM-P001-003,AIM-P005-251,0.6606,AIM-P005-251|AIM-P003-157|AIM-P009-510|AIM-P014-830|AIM-P015-866,False,False,AIM-P009-510,0.6861,AIM-P009-510|AIM-P005-251|AIM-P015-866|AIM-P006-333|AIM-P002-090,False,False,0.49,"recortar_bordes;remover_fondo:grabcut;recortar_region:80,62,320,426",0.067,0.684,0.605
c08_exacto.jpg,exacta,AIM-P001-004,AIM-P001-004,1.0,AIM-P001-004|AIM-P012-710|AIM-P017-974|AIM-P013-739|AIM-P003-178,True,True,AIM-P001-004,0.9343,AIM-P001-004|AIM-P003-178|AIM-P017-974|AIM-P005-289|AIM-P004-219,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.071,0.763,0.694
c08_sin_marco.jpg,sin_marco,AIM-P001-004,AIM-P001-004,0.8,AIM-P001-004|AIM-P003-178|AIM-P010-563|AIM-P011-626|AIM-P009-511,True,True,AIM-P001-004,0.7723,AIM-P001-004|AIM-P007-401|AIM-P011-626|AIM-P009-511|AIM-P015-890,True,True,0.5199,"remover_fondo:grabcut;recortar_region:0,0,287,353",0.082,1.278,1.209
c08_recoloreado.jpeg,recoloreada,AIM-P001-004,AIM-P001-004,0.8115,AIM-P001-004|AIM-P003-178|AIM-P009-511|AIM-P015-890|AIM-P012-710,True,True,AIM-P001-004,0.801,AIM-P001-004|AIM-P009-511|AIM-P015-844|AIM-P015-857|AIM-P012-710,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,800,521;centrar_sin_recorte",0.064,6.255,6.188
c08_recorte.jpg,recortada,AIM-P001-004,AIM-P001-004,0.8083,AIM-P001-004|AIM-P009-511|AIM-P015-890|AIM-P010-563|AIM-P015-857,True,True,AIM-P001-004,0.7753,AIM-P001-004|AIM-P007-401|AIM-P011-626|AIM-P013-727|AIM-P015-857,True,True,0.5491,"remover_fondo:grabcut;recortar_region:0,0,207,353",0.063,0.992,0.919
c08_cuerpo.jpeg,persona,AIM-P001-004,AIM-P001-004,0.6399,AIM-P001-004|AIM-P008-442|AIM-P013-727|AIM-P004-195|AIM-P008-441,True,True,AIM-P008-442,0.6313,AIM-P008-442|AIM-P001-004|AIM-P001-006|AIM-P004-195|AIM-P008-441,False,True,0.3931,"remover_fondo:grabcut;recortar_region:108,76,349,460",0.065,0.966,0.906
c09_exacto.png,exacta,AIM-P001-005,AIM-P001-005,1.0,AIM-P001-005|AIM-P009-529|AIM-P015-857|AIM-P011-642|AIM-P010-592,True,True,AIM-P001-005,0.746,AIM-P001-005|AIM-P001-039|AIM-P002-105|AIM-P011-639|AIM-P009-481,True,True,0.6544,"remover_fondo:grabcut;recortar_region:0,103,578,550",0.065,2.123,2.056
c09_sin_marco.jpg,sin_marco,AIM-P001-005,AIM-P001-005,0.7208,AIM-P001-005|AIM-P001-039|AIM-P001-013|AIM-P011-639|AIM-P001-019,True,True,AIM-P001-039,0.609,AIM-P001-039|AIM-P001-005|AIM-P014-827|AIM-P011-639|AIM-P001-013,False,True,0.3451,"remover_fondo:grabcut;recortar_region:0,44,238,346",0.075,0.991,0.929
c09_recoloreado.jpeg,recoloreada,AIM-P001-005,AIM-P001-005,0.6521,AIM-P001-005|AIM-P010-597|AIM-P009-529|AIM-P013-728|AIM-P009-524,True,True,AIM-P001-039,0.6298,AIM-P001-039|AIM-P012-716|AIM-P001-005|AIM-P001-029|AIM-P002-099,False,True,0.5545,"remover_fondo:grabcut;recortar_region:0,0,458,534",0.068,4.062,4.001
c09_recorte.jpg,recortada,AIM-P001-005,AIM-P001-005,0.7344,AIM-P001-005|AIM-P014-829|AIM-P009-529|AIM-P015-857|AIM-P006-360,True,True,AIM-P001-029,0.6503,AIM-P001-029|AIM-P015-842|AIM-P003-151|AIM-P003-152|AIM-P009-481,False,False,0.0474,"remover_fondo:grabcut;recortar_region:153,0,181,221",0.065,0.787,0.723
c09_cuerpo.jpeg,persona,AIM-P001-005,AIM-P005-251,0.5988,AIM-P005-251|AIM-P009-510|AIM-P015-866|AIM-P001-007|AIM-P002-090,False,False,AIM-P005-251,0.5948,AIM-P005-251|AIM-P002-090|AIM-P003-151|AIM-P015-866|AIM-P011-644,False,False,0.5956,"remover_fondo:grabcut;recortar_region:33,117,350,585",0.063,0.934,0.868
c10_exacto.jpg,exacta,AIM-P001-006,AIM-P001-006,1.0,AIM-P001-006|AIM-P005-251|AIM-P002-090|AIM-P013-780|AIM-P017-983,True,True,AIM-P001-006,0.9314,AIM-P001-006|AIM-P005-251|AIM-P002-090|AIM-P003-147|AIM-P017-983,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,700,560;centrar_sin_recorte",0.066,0.529,0.461
c10_sin_marco.jpg,sin_marco,AIM-P001-006,AIM-P014-815,0.6188,AIM-P014-815|AIM-P015-857|AIM-P005-295|AIM-P001-029|AIM-P016-929,False,False,AIM-P001-006,0.793,AIM-P001-006|AIM-P002-090|AIM-P005-251|AIM-P002-099|AIM-P005-276,True,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,541,352;centrar_sin_recorte",0.074,0.741,0.676
c10_recoloreado.jpeg,recoloreada,AIM-P001-006,AIM-P005-251,0.6642,AIM-P005-251|AIM-P007-415|AIM-P001-006|AIM-P003-151|AIM-P012-710,False,True,AIM-P005-251,0.7002,AIM-P005-251|AIM-P001-006|AIM-P015-866|AIM-P005-264|AIM-P009-510,False,True,1.0,"remover_fondo:grabcut;recortar_region:0,0,789,528;centrar_sin_recorte",0.063,2.51,2.445
c10_recorte.jpg,recortada,AIM-P001-006,AIM-P014-815,0.6296,AIM-P014-815|AIM-P015-857|AIM-P016-929|AIM-P005-295|AIM-P001-029,False,False,AIM-P014-815,0.6245,AIM-P014-815|AIM-P015-857|AIM-P016-929|AIM-P005-295|AIM-P014-828,False,False,0.8161,"remover_fondo:grabcut;recortar_region:0,34,320,350",0.063,0.598,0.533
c10_cuerpo.jpeg,persona,AIM-P001-006,AIM-P001-006,0.6547,AIM-P001-006|AIM-P002-090|AIM-P010-556|AIM-P005-251|AIM-P014-830,True,True,AIM-P001-006,0.6356,AIM-P001-006|AIM-P005-251|AIM-P002-090|AIM-P007-415|AIM-P017-983,True,True,0.6672,"remover_fondo:grabcut;recortar_region:80,0,350,549",0.069,3.999,3.94
